X,Y,Name,description,_id,access,castle_type,historic,historic_civilization,landuse,name_en,name_mk,ruins,tourism,type,wikidata,wikipedia,archaeological_site,historic_period,int_name,wikimedia_commons,name_pl,wheelchair,amenity,name_fr,name_lt,name_tr,addr_city,addr_postcode,building,man_made,tower_type,addr_city_en,addr_country,addr_housenumber,addr_street,addr_street_en,email,fax,name_zh,phone,website,building_material,alt_name,alt_name_cs,denomination,name_cs,name_de,name_sq,religion,alt_name_en,is_in,leisure,place_of_worship_type,fenced,alt_name_mk,facebook,opening_hours,fortification_type,artist_name,image,barrier,area,note,highway,architect_wikidata,memorial,alt_name_sr,name_ru,name_sr,building_levels,building_use,cuisine,internet_access,internet_access_fee,outdoor_seating,roof_shape,toilets,boundary,date,tomb,material,bridge,layer,wall,bridge_structure,foot,lit,name_bg,name_es,name_uk,smoothness,surface,disused_railway,gauge,railway,artist,cost,investitor,learnica,start_date,name_la,ele,artwork_type,marker,was_natural,natural,ref,importance,name_el,prominence,source,inscription,subject_wikidata,subject_wikipedia,place,height,name_grc,monument,name_sr_Latn,artist_wikidata,name_nl,ref_Bulgaria,source_ele,source_type,wikipedia_sr,entrance,operator,operator_en,healthcare,survey_date
21.4333832384547,41.9984655999692,Меморијален центар на холокаустот на Евреите од Македонија,,way/172186249,,,memorial,,,Holocaust Memorial Center for the Jews of Macedonia,,,museum,,Q3333150,en:Holocaust Memorial Center for the Jews of Macedonia,,,Memorijalen centar na holokaustot na Evreite na Makedonija,Category:Holocaust Memorial Center for the Jews of Macedonia,,,,,,Holocaust Memorial Center for the Jews of Macedonia,Cкoпje,1000,,,,Skopje,MK,2,Самоилова,Samoilova,info@holocaustfund.org.mk,+389 2 3232310,犹太人大屠杀纪念中心,+389 2 3122697,https://www.holocaustfund.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4350546016308,42.0000783780842,,,way/177695165,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4348420868828,42.0000873134767,,,way/177695168,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7406422605021,40.9139503993244,Манастир „Свети Наум“,,way/179291828,,,church,,,Monastery of Saint Naum,Манастир „Свети Наум“,,attraction,,Q164216,en:Monastery of Saint Naum,,,Manastir Sveti Naum,,Monastyr Św. Nauma,,place_of_worship,Monastère Saint-Naum,,Aziz Naum Manastırı,,,1,,,,,,,,,,,,,,Свети Наум,klášter Svatý Naum,macedonian_orthodox,klášter svatého Nauma,Kloster Sveti Naum,Manastiri i Shën Naumit,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.3623531002732,42.208741462401,Манастир Св. Јоаким Осоговски,,way/181727867,,,monastery,,,Monastery of St. Joakim Osogovski,Манастир Св. Јоаким Осоговски,,attraction,,Q1283734,,,,Manastir Sv. Joakim Osogovski,,,,monastery,,,,,,,,,,,,,,,,,,,,Осоговски Манастир,,orthodox,,,,christian,Osogovski Manastir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2282941120213,42.0132518371762,Лесновски манастир,,way/181986735,,,monastery,,,Lesnovo Monastery,,,attraction,,,mk:Лесновски манастир,,,Lesnovski Manastir,,,,monastery,,,,,,1,,,,,,,,,,,,,,Манастир „Св. Архангел Михаил“,,orthodox,,,,christian,Saint Michael's Monastery,Лесново,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4282951297537,42.1256135314241,Манастир Св. Богородица,,way/182927657,,,monastery,,,St. Holy Mother of God Monastery,,,attraction,,,,,,Manastir Sv. Bogorodica,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,orthodox,,,,christian,,,garden,monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4695997312076,42.1097792499087,Манастир Св. Никола,,way/182933841,,,monastery,,,Saint Nicholas Monastery,,,attraction,,,,,,Manastir Sv. Nikola,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,orthodox,,,,christian,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.4090663521405,41.9215489999365,Средновековна Кула,,way/184307286,1,,tower,,,Medieval Tower,,,,,,,,,Srednovekovna Kula,,,,,,,,,,1,tower,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.41208105,41.92340425,Средновековна Кула,,way/184313963,0,,tower,,,Medieval Tower,,,,,Q122459539,,,,Srednovekovna Kula,,,,,,,,,,1,tower,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.2904022024326,41.7987549876191,Баргала,,way/189909367,,,ruins,,,Bargala,,,attraction,,,mk:Баргала,,,Bargala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3384691845389,41.0349732005294,Џамија Ајдар Кади,,way/192121734,,,mosque,,,,,,attraction,,,mk:Ајдар-кади_џамија,,,,,Meczet Ajdar Kadi,,place_of_worship,,,,Битола,,,,,,,,Цане Василев,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9663937833902,41.5129614767676,Китино Кале,,way/192125506,,,monument,,,Kita Castle,Китино Кале,,attraction,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Kalaja e Kërçovës,,,,,,,Кичевско кале,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9887439275927,40.8670435511419,Стара базилика,,way/199052359,,,archaeological_site,,,Old Basilica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9904397065953,40.8681482498157,Римска цистерна,,way/199052629,,,archaeological_site,,,Roman Cistern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9907631,40.86889895,Старохристијанска базилика,,way/199056987,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.99092272423,40.8685851988684,Римска Куќа,,way/199056988,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9904650061837,40.8692875001566,Римска куќа,,way/199056990,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9910665488439,40.869225198412,Ранохристијанска базилика,,way/199056991,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9732769362581,41.5519774489323,Стоби,,way/209092691,,,archaeological_site,"ancient_roman;macedonian",,Stobi,,,attraction,,Q1371168,mk:Стоби,,,Stobi,,Stobi,,,,,,,,,,,,,,,,contact@stobi.mk,,,+389 75 210 752,http://www.stobi.mk,,,,,,,,,,,,,,,https://www.facebook.com/Stobaeus/,Mo-Sa 08:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.6298589096097,41.4324703816522,Цареви Кули,,way/212703196,,,archaeological_site,,,Czar’s Towers,,,attraction,,,,fortification,,Carevi Kuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hill_fort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2463013938133,41.3744784755609,Спомен куќа Тоше Проески,,way/217563724,,,memorial,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2483715068304,41.3774083920295,Македониум,,way/217568679,,,monument,,,,,,museum,,Q2717956,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jovan Grabulovski;Iskra Grabuloska",https://upload.wikimedia.org/wikipedia/commons/f/fe/%D0%9C%D0%B0%D0%BA%D0%B5%D0%B4%D0%BE%D0%BD%D0%B8%D1%83%D0%BC_-_%D0%9A%D1%80%D1%83%D1%88%D0%B5%D0%B2%D0%BE.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.763053998257,41.1406504410491,"Базилика Свети Еразмо""",,way/217836998,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wire_fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7409617022108,40.913847915588,Манастир „Свети Наум,,way/217849357,,,monastery,,,The Monastery of Saint Naum,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Klášter sv. Nauma,,Manastiri i Shën Naumit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3143966372981,41.0432834841555,,,way/222153861,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3147456561748,41.2581739144568,Кале,,way/223008200,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.342132632302,41.0113980726256,Roman Theater of Heraclea Lyncestis,,way/226160304,,,ruins,,,Roman Theater of Heraclea Lyncestis,,,,,,en:Heraclea Lyncestis,,,Roman Theater of Heraclea Lyncestis,,,,,Théatre romain de Heraclea Lyncestis,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.9745920013377,41.5514020390651,Антички театар,,way/226161294,,,ruins,ancient_roman,,ancient theater of Stobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9650662,41.513675,,,way/227215121,,,ruins,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5219821873112,41.1485746025518,Вардарски Рид,,way/227433408,,,archaeological_site,,,Vardar Hill,,,attraction,,,mk:Вардарски рид,,,Vardarski Rid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.493717859445,41.2774695177062,Isar-Marvinci,,way/229632394,,,archaeological_site,,,,,,,,,en:Idomenae,,,,,,,,,,,,,,,,,,,,,,,,,https://vici.org/vici/Idomenia,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5054241014021,42.0013715177902,Тумба Маџари,,way/231344771,,,archaeological_site,neolithic,,Tumba Madzhari,,,attraction,,Q3408436,mk:Тумба (Маџари),,,Tumba Madžari,Category:Tumba Madžari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6993360908218,41.8381076924444,Маркови Кули,,way/232843018,,,castle,,,Markovi Kuli,,yes,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.43242535,41.9944541,Порта Македонија,,way/239422349,,,monument,,,Porta Macedonia,,,,,Q3078453,en:Porta Macedonia,,,Porta Makedonija,Category:Porta Makedonija,,,,,Triumfo arka,Porta Macedonia,Cкoпje,1000,1,,,Skopje,MK,4А,11 Октомври,,PortaMK@mmb.org.mk,,,+389 2 3151141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.2185605036741,41.2409900028176,Градиште,,way/240346454,,,archaeological_site,,,Gradishte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3985736694403,41.2441667887854,Стибера,,way/240622723,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.9667544392354,42.0057428923585,Шарена Џамија,,way/241085465,,,mosque,,,Pasha's Mosque,,,attraction,,Q1009896,pl:Kolorowy_Meczet_(Tetowo),,,,,Kolorowy meczet,,place_of_worship,,,,Tetovo,1220,,,,,,,Браќа Миладинови,,,,,,,,,,sunni,,,Xhamia e Pashës (Xh. e Larme),muslim,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.3975319409176,41.2437683475407,Стибера,,way/243981081,,,archaeological_site,,,Stibera,,,,,Q12910730,en:Stymbara (Macedonia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4370402,42.00144135,Безистен,,way/295526114,,,building,,,,,,,,,,,,Bezisten,,,,,,,,skopje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bezisten is the core of Skopje's Old Bazaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.1002722367565,41.5033905560184,Антигона,,way/334649006,,,archaeological_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5545987022712,41.3341999148475,Могила на непобедените,,way/338675543,,,memorial,,,Mound of the undefeated,,,attraction,,Q3400797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,pedestrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8280767588256,42.1982400330532,Св. Великомаченик Георгиј,,way/356302520,,,church,,religious,Church of St. George,,,attraction,,,mk:Црква „Св. Великомаченик Георгиј“ - Старо Нагоричане,,,,,,,place_of_worship,,,,Старо Нагоричане,,,,,,,,,,,,,,,,,,orthodox,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8712094984625,41.6511391499625,,,way/402846960,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8692836895317,41.6506833511884,,,way/402846961,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6756788,41.82035155,,,way/403342892,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6528674472508,41.8092184500488,,,way/403655101,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6530170429735,41.8090459502456,,,way/403655102,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6533338,41.80878325,,,way/403655113,,,ruins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4328427439352,41.9999321996741,,,way/411111578,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4323429,42.00044515,,,way/411111584,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4330595521327,41.9999072001189,,,way/411111604,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4335147,41.99982045,,,way/411111605,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.4332051711521,41.9998872016204,,,way/411111616,,,yes,,,,,,,,,,,,,,,,,,,,,,1,tower,defensive,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
